Kanji,Onyomi,Kunyomi,English,JLPT Level,Category,kanji_to_english,english_to_kanji,kanji_to_pronunciation,pronunciation_to_kanji,english_to_pronunciation,pronunciation_to_english
吸収,,きゅうしゅう,"absorption,suction,attraction",N3,Vocabulary,,,,,not studied,not studied
救助,,きゅうじょ,"relief,aid,rescue",N3,Vocabulary,,,,,not studied,not studied
急速,,きゅうそく,rapid (e.g. progress),N3,Vocabulary,,,,,not studied,not studied
急に,,きゅうに,,N3,Vocabulary,,,,,not studied,not studied
給料,,きゅうりょう,"salary,wages",N3,Vocabulary,,,,,not studied,not studied
器用,,きよう,"skillful,handy",N3,Vocabulary,,,,,not studied,not studied
教科書,,きょうかしょ,text book,N3,Vocabulary,,,,,not studied,not studied
競技,,きょうぎ,"game,match,contest",N3,Vocabulary,,,,,not studied,not studied
行儀,,ぎょうぎ,manners,N3,Vocabulary,,,,,not studied,not studied
供給,,きょうきゅう,"supply,provision",N3,Vocabulary,,,,,not studied,not studied
教師,,きょうし,teacher (classroom),N3,Vocabulary,,,,,not studied,not studied
教授,,きょうじゅ,"teaching,instruction,professor",N3,Vocabulary,,,,,not studied,not studied
強調,,きょうちょう,"emphasis,stress,stressed point",N3,Vocabulary,,,,,not studied,not studied
共通,,きょうつう,"commonness,community",N3,Vocabulary,,,,,not studied,not studied
共同,,きょうどう,"cooperation,association,collaboration,joint",N3,Vocabulary,,,,,not studied,not studied
恐怖,,きょうふ,"be afraid,dread,dismay,terror",N3,Vocabulary,,,,,not studied,not studied
協力,,きょうりょく,"cooperation,collaboration",N3,Vocabulary,,,,,not studied,not studied
強力,,きょうりょく,"herculean strength,mountain carrier-guide",N3,Vocabulary,,,,,not studied,not studied
許可,,きょか,"permission,approval",N3,Vocabulary,,,,,not studied,not studied
局,,きょく,"court lady,lady in waiting",N3,Vocabulary,,,,,not studied,not studied
巨大,,きょだい,"huge,gigantic,enormous",N3,Vocabulary,,,,,not studied,not studied
嫌う,,きらう,"to hate,to dislike,to loathe",N3,Vocabulary,,,,,not studied,not studied
霧,,きり,"fog,mist",N3,Vocabulary,,,,,not studied,not studied
切れ,,きれ,"cloth,piece,cut,chop",N3,Vocabulary,,,,,not studied,not studied
切れる,,きれる,"(1) to cut well,to be sharp,(2) to break (off)",N3,Vocabulary,,,,,not studied,not studied
,,キロ,"(abbr) kilo-,kilogram,kilometre,10^3",N3,Vocabulary,,,,,not studied,not studied
記録,,きろく,"record,minutes,document",N3,Vocabulary,,,,,not studied,not studied
議論,,ぎろん,"argument,discussion,dispute",N3,Vocabulary,,,,,not studied,not studied
金,,きん,"(1) gold,(2) gold general (shogi) (abbr)",N3,Vocabulary,,,,,not studied,not studied
銀,,ぎん,"(1) silver,silver coin,silver paint",N3,Vocabulary,,,,,not studied,not studied
禁煙,,きんえん,No Smoking!,N3,Vocabulary,,,,,not studied,not studied
金額,,きんがく,amount of money,N3,Vocabulary,,,,,not studied,not studied
金庫,,きんこ,"safe,vault,treasury,provider of funds",N3,Vocabulary,,,,,not studied,not studied
禁止,,きんし,"prohibition,ban",N3,Vocabulary,,,,,not studied,not studied
金銭,,きんせん,"money,cash",N3,Vocabulary,,,,,not studied,not studied
金属,,きんぞく,metal,N3,Vocabulary,,,,,not studied,not studied
近代,,きんだい,present day,N3,Vocabulary,,,,,not studied,not studied
緊張,,きんちょう,"tension,mental strain,nervousness",N3,Vocabulary,,,,,not studied,not studied
筋肉,,きんにく,"muscle,sinew",N3,Vocabulary,,,,,not studied,not studied
金融,,きんゆう,"monetary circulation,credit situation",N3,Vocabulary,,,,,not studied,not studied
金曜,,きんよう,(abbr) Friday,N3,Vocabulary,,,,,not studied,not studied
九,,く,nine,N3,Vocabulary,,,,,not studied,not studied
句,,く,sentence,N3,Vocabulary,,,,,not studied,not studied
食う,,くう,(male) (vulg) to eat,N3,Vocabulary,,,,,not studied,not studied
偶然,,ぐうぜん,"(by) chance,unexpectedly,suddenly",N3,Vocabulary,,,,,not studied,not studied
臭い,,くさい,"odour,scent,smell,stench",N3,Vocabulary,,,,,not studied,not studied
鎖,,くさり,chain,N3,Vocabulary,,,,,not studied,not studied
腐る,,くさる,"to rot,to go bad",N3,Vocabulary,,,,,not studied,not studied
癖,,くせ,"a habit (often a bad habit),peculiarity",N3,Vocabulary,,,,,not studied,not studied
管,,くだ,"pipe,tube",N3,Vocabulary,,,,,not studied,not studied
具体,,ぐたい,"concrete,tangible,material",N3,Vocabulary,,,,,not studied,not studied
下さる,,くださる,"(hon) to give,to confer",N3,Vocabulary,,,,,not studied,not studied
下り,,くだり,down-train (going away from Tokyo),N3,Vocabulary,,,,,not studied,not studied
苦痛,,くつう,"pain,agony",N3,Vocabulary,,,,,not studied,not studied
,,ぐっすり,"sound asleep,fast asleep",N3,Vocabulary,,,,,not studied,not studied
区別,,くべつ,"distinction,differentiation,classification",N3,Vocabulary,,,,,not studied,not studied
組,,くみ,"class,group,team,set",N3,Vocabulary,,,,,not studied,not studied
組合,,くみあい,"association,union",N3,Vocabulary,,,,,not studied,not studied
組む,,くむ,to put together,N3,Vocabulary,,,,,not studied,not studied
曇,,くもり,"cloudiness,cloudy weather,shadow",N3,Vocabulary,,,,,not studied,not studied
位,,くらい,"grade,rank,about",N3,Vocabulary,,,,,not studied,not studied
暮らし,,くらし,"living,livelihood,subsistence,circumstances",N3,Vocabulary,,,,,not studied,not studied
,,クラシック,classic(s),N3,Vocabulary,,,,,not studied,not studied
暮らす,,くらす,"to live,to get along",N3,Vocabulary,,,,,not studied,not studied
,,グラス,"(1) glass,(2) grass",N3,Vocabulary,,,,,not studied,not studied
,,グランド,"gland,grand,(electrical) ground",N3,Vocabulary,,,,,not studied,not studied
,,クリーム,cream,N3,Vocabulary,,,,,not studied,not studied
繰り返す,,くりかえす,"to repeat,to do something over again",N3,Vocabulary,,,,,not studied,not studied
,,クリスマス,Christmas,N3,Vocabulary,,,,,not studied,not studied
狂う,,くるう,"to go mad,to get out of order",N3,Vocabulary,,,,,not studied,not studied
,,グループ,group,N3,Vocabulary,,,,,not studied,not studied
苦しい,,くるしい,"painful,difficult",N3,Vocabulary,,,,,not studied,not studied
苦しむ,,くるしむ,"to suffer,to groan,to be worried",N3,Vocabulary,,,,,not studied,not studied
暮れ,,くれ,"year end,sunset,nightfall,end",N3,Vocabulary,,,,,not studied,not studied
苦労,,くろう,"troubles,hardships",N3,Vocabulary,,,,,not studied,not studied
加える,,くわえる,"to append,to sum up,to add (up)",N3,Vocabulary,,,,,not studied,not studied
詳しい,,くわしい,"knowing very well,detailed,full,accurate",N3,Vocabulary,,,,,not studied,not studied
加わる,,くわわる,"to join in,to accede to,to increase,to gain in (influence)",N3,Vocabulary,,,,,not studied,not studied
訓,,くん,native Japanese reading of a Chinese character,N3,Vocabulary,,,,,not studied,not studied
軍,,ぐん,"army,force,troops",N3,Vocabulary,,,,,not studied,not studied
軍隊,,ぐんたい,"army,troops",N3,Vocabulary,,,,,not studied,not studied
訓練,,くんれん,"practice,training",N3,Vocabulary,,,,,not studied,not studied
下,,げ,"under,below,beneath",N3,Vocabulary,,,,,not studied,not studied
計,,けい,plan,N3,Vocabulary,,,,,not studied,not studied
敬意,,けいい,"respect,honour",N3,Vocabulary,,,,,not studied,not studied
経営,,けいえい,"management,administration",N3,Vocabulary,,,,,not studied,not studied
計画,,けいかく,"plan,project,schedule,scheme,program",N3,Vocabulary,,,,,not studied,not studied
景気,,けいき,"condition,state,business (condition)",N3,Vocabulary,,,,,not studied,not studied
経験,,けいけん,experience,N3,Vocabulary,,,,,not studied,not studied
傾向,,けいこう,"tendency,trend,inclination",N3,Vocabulary,,,,,not studied,not studied
警告,,けいこく,"warning,advice",N3,Vocabulary,,,,,not studied,not studied
計算,,けいさん,"calculation,reckoning",N3,Vocabulary,,,,,not studied,not studied
掲示,,けいじ,"notice,bulletin",N3,Vocabulary,,,,,not studied,not studied
刑事,,けいじ,"criminal case,(police) detective",N3,Vocabulary,,,,,not studied,not studied
芸術,,げいじゅつ,"(fine) art,the arts",N3,Vocabulary,,,,,not studied,not studied
契約,,けいやく,"contract,compact,agreement",N3,Vocabulary,,,,,not studied,not studied
経由,,けいゆ,"go by the way,via",N3,Vocabulary,,,,,not studied,not studied
,,ケース,case,N3,Vocabulary,,,,,not studied,not studied
,,ゲーム,game,N3,Vocabulary,,,,,not studied,not studied
怪我,,けが,"injury (to animate object),hurt",N3,Vocabulary,,,,,not studied,not studied
劇,,げき,"drama,play",N3,Vocabulary,,,,,not studied,not studied
劇場,,げきじょう,"theatre,playhouse",N3,Vocabulary,,,,,not studied,not studied
化粧,,けしょう,make-up (cosmetic),N3,Vocabulary,,,,,not studied,not studied
,,けち,"stinginess,miser,miserliness",N3,Vocabulary,,,,,not studied,not studied
結果,,けっか,"result,consequence",N3,Vocabulary,,,,,not studied,not studied
欠陥,,けっかん,"defect,fault,deficiency",N3,Vocabulary,,,,,not studied,not studied
結局,,けっきょく,"after all,eventually",N3,Vocabulary,,,,,not studied,not studied
決心,,けっしん,"determination,resolution",N3,Vocabulary,,,,,not studied,not studied
欠席,,けっせき,"absence,non-attendance",N3,Vocabulary,,,,,not studied,not studied
決定,,けってい,"decision,determination",N3,Vocabulary,,,,,not studied,not studied
欠点,,けってん,"faults,defect,weakness",N3,Vocabulary,,,,,not studied,not studied
月曜,,げつよう,Monday,N3,Vocabulary,,,,,not studied,not studied
結論,,けつろん,conclusion,N3,Vocabulary,,,,,not studied,not studied
煙,,けむり,"smoke,fumes",N3,Vocabulary,,,,,not studied,not studied
券,,けん,"ticket,coupon,bond,certificate",N3,Vocabulary,,,,,not studied,not studied
県,,けん,prefecture,N3,Vocabulary,,,,,not studied,not studied
軒,,けん,eaves,N3,Vocabulary,,,,,not studied,not studied
喧嘩,,けんか,"quarrel,(drunken) brawl,failure",N3,Vocabulary,,,,,not studied,not studied
見解,,けんかい,"opinion,point of view",N3,Vocabulary,,,,,not studied,not studied
限界,,げんかい,"limit,bound",N3,Vocabulary,,,,,not studied,not studied
現金,,げんきん,"cash,ready money,mercenary,self-interested",N3,Vocabulary,,,,,not studied,not studied
言語,,げんご,language,N3,Vocabulary,,,,,not studied,not studied
健康,,けんこう,"health,sound,wholesome",N3,Vocabulary,,,,,not studied,not studied
検査,,けんさ,"inspection (e.g. customs, factory),examination",N3,Vocabulary,,,,,not studied,not studied
現在,,げんざい,"present,up to now,nowadays,modern times,current",N3,Vocabulary,,,,,not studied,not studied
現実,,げんじつ,reality,N3,Vocabulary,,,,,not studied,not studied
現象,,げんしょう,phenomenon,N3,Vocabulary,,,,,not studied,not studied
現状,,げんじょう,"present condition,existing state,status quo",N3,Vocabulary,,,,,not studied,not studied
建設,,けんせつ,"construction,establishment",N3,Vocabulary,,,,,not studied,not studied
現代,,げんだい,"nowadays,modern times,present-day",N3,Vocabulary,,,,,not studied,not studied
建築,,けんちく,"construction,architecture",N3,Vocabulary,,,,,not studied,not studied
見当,,けんとう,"be found,aim,estimate,guess,approx",N3,Vocabulary,,,,,not studied,not studied
検討,,けんとう,"consideration,examination,investigation,study,scrutiny",N3,Vocabulary,,,,,not studied,not studied
現場,,げんば,"actual spot,scene,scene of the crime",N3,Vocabulary,,,,,not studied,not studied
憲法,,けんぽう,constitution,N3,Vocabulary,,,,,not studied,not studied
権利,,けんり,"right,privilege",N3,Vocabulary,,,,,not studied,not studied
後,,ご,"afterwards,since then,in the future",N3,Vocabulary,,,,,not studied,not studied
語,,ご,"language,word",N3,Vocabulary,,,,,not studied,not studied
恋,,こい,"love,tender passion",N3,Vocabulary,,,,,not studied,not studied
濃い,,こい,"thick (as of color, liquid),dense,strong",N3,Vocabulary,,,,,not studied,not studied
恋人,,こいびと,"lover,sweetheart",N3,Vocabulary,,,,,not studied,not studied
幸運,,こううん,"good luck,fortune",N3,Vocabulary,,,,,not studied,not studied
講演,,こうえん,"lecture,address",N3,Vocabulary,,,,,not studied,not studied
効果,,こうか,"effect,effectiveness,efficacy,result",N3,Vocabulary,,,,,not studied,not studied
硬貨,,こうか,coin,N3,Vocabulary,,,,,not studied,not studied
高価,,こうか,high price,N3,Vocabulary,,,,,not studied,not studied
豪華,,ごうか,"wonderful,gorgeous,splendor,pomp,extravagance",N3,Vocabulary,,,,,not studied,not studied
合格,,ごうかく,"success,passing (e.g. exam),eligibility",N3,Vocabulary,,,,,not studied,not studied
交換,,こうかん,"exchange,interchange,reciprocity",N3,Vocabulary,,,,,not studied,not studied
航空,,こうくう,"aviation,flying",N3,Vocabulary,,,,,not studied,not studied
光景,,こうけい,"scene,spectacle",N3,Vocabulary,,,,,not studied,not studied
合計,,ごうけい,"sum total,total amount",N3,Vocabulary,,,,,not studied,not studied
攻撃,,こうげき,"attack,strike,offensive,criticism,censure",N3,Vocabulary,,,,,not studied,not studied
貢献,,こうけん,"contribution,services",N3,Vocabulary,,,,,not studied,not studied
広告,,こうこく,advertisement,N3,Vocabulary,,,,,not studied,not studied
交際,,こうさい,"company,friendship,association,society,acquaintance",N3,Vocabulary,,,,,not studied,not studied
後者,,こうしゃ,the latter,N3,Vocabulary,,,,,not studied,not studied
工場,,こうば,"factory,plant,mill,workshop",N3,Vocabulary,,,,,not studied,not studied
構成,,こうせい,"organization,composition",N3,Vocabulary,,,,,not studied,not studied
高速,,こうそく,"high speed,high gear",N3,Vocabulary,,,,,not studied,not studied
行動,,こうどう,"action,conduct,behaviour,mobilization",N3,Vocabulary,,,,,not studied,not studied
強盗,,ごうとう,"robbery,burglary",N3,Vocabulary,,,,,not studied,not studied
幸福,,こうふく,"happiness,blessedness",N3,Vocabulary,,,,,not studied,not studied
公平,,こうへい,"fairness,impartial,justice",N3,Vocabulary,,,,,not studied,not studied
候補,,こうほ,candidacy,N3,Vocabulary,,,,,not studied,not studied
考慮,,こうりょ,"consideration,taking into account",N3,Vocabulary,,,,,not studied,not studied
越える,,こえる,"to exceed,to cross over,to cross",N3,Vocabulary,,,,,not studied,not studied
,,コーチ,coach,N3,Vocabulary,,,,,not studied,not studied
,,コード,"code,cord,chord",N3,Vocabulary,,,,,not studied,not studied
氷,,こおり,"ice,hail",N3,Vocabulary,,,,,not studied,not studied
凍る,,こおる,"to freeze,to be frozen over,to congeal",N3,Vocabulary,,,,,not studied,not studied
,,ゴール,goal,N3,Vocabulary,,,,,not studied,not studied
誤解,,ごかい,misunderstanding,N3,Vocabulary,,,,,not studied,not studied
語学,,ごがく,language study,N3,Vocabulary,,,,,not studied,not studied
呼吸,,こきゅう,"breath,respiration",N3,Vocabulary,,,,,not studied,not studied
故郷,,こきょう,"home town,birthplace,old village,historic village",N3,Vocabulary,,,,,not studied,not studied
極,,ごく,"quite,very",N3,Vocabulary,,,,,not studied,not studied
国語,,こくご,national language,N3,Vocabulary,,,,,not studied,not studied
黒板,,こくばん,blackboard,N3,Vocabulary,,,,,not studied,not studied
克服,,こくふく,"subjugation,conquest",N3,Vocabulary,,,,,not studied,not studied
国民,,こくみん,"national,people,citizen",N3,Vocabulary,,,,,not studied,not studied
穀物,,こくもつ,"grain,cereal,corn",N3,Vocabulary,,,,,not studied,not studied
ここ,,ここ,here,N3,Vocabulary,,,,,not studied,not studied
腰,,こし,hip,N3,Vocabulary,,,,,not studied,not studied
故障,,こしょう,"break-down,failure,accident,out of order",N3,Vocabulary,,,,,not studied,not studied
個人,,こじん,"individual,private person,personal,private",N3,Vocabulary,,,,,not studied,not studied
越す,,こす,to go over (e.g. with audience),N3,Vocabulary,,,,,not studied,not studied
国家,,こっか,"state,country,nation",N3,Vocabulary,,,,,not studied,not studied
国会,,こっかい,"National Diet,parliament,congress",N3,Vocabulary,,,,,not studied,not studied
国境,,こっきょう,national or state border,N3,Vocabulary,,,,,not studied,not studied
